"","Live","PTT","蘋果","中時","中央社","東森","自由","新頭殼","NowNews","聯合","TVBS","中廣","台視","華視","民視"
"講堂",10,14,9,4,0,0,0,0,0,4,0,0,0,0,0
"醫療站",10,4,7,0,0,0,0,0,0,0,0,0,0,0,0
"觀點",10,67,3,0,0,0,3,0,0,9,0,0,0,0,0
"心聲",9,37,23,5,0,5,4,0,3,0,5,0,0,0,5
"水槍",9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"外國",9,86,9,0,0,0,6,0,0,3,0,0,0,0,0
"市長",9,82,17,25,4,24,26,5,6,27,0,22,0,7,5
"母親",9,34,6,6,3,4,16,0,0,6,4,0,0,3,0
"地點",9,44,20,6,6,7,10,3,0,4,6,0,0,0,0
"老人",9,69,0,0,0,0,0,0,0,0,0,0,0,0,0
"行政部門",9,18,7,3,4,0,0,0,3,5,0,0,0,0,0
"行業",9,40,3,4,3,0,6,0,0,0,0,0,0,0,0
"位子",9,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"技術",9,85,8,4,5,7,0,0,0,5,0,0,0,0,0
"身份",9,15,0,0,0,0,0,0,3,4,3,0,0,0,0
"命運",9,10,3,5,0,0,3,0,3,0,0,0,0,0,0
"法制",9,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"知識",9,86,19,6,0,6,10,5,0,0,0,0,0,0,0
"雨傘",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"研究所",9,17,18,10,4,6,6,6,5,5,0,0,0,0,0
"差別",9,78,5,0,0,0,0,0,0,0,0,0,0,0,0
"紙條",9,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"高中",9,43,3,6,0,0,4,0,0,0,9,0,0,0,0
"教師",9,21,23,10,3,0,25,4,0,27,0,0,0,0,0
"博士",9,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"場合",9,25,0,0,0,0,0,0,0,0,4,0,0,0,0
"智慧",9,66,11,15,8,11,10,0,3,10,0,0,0,0,0
"椅子",9,12,5,0,0,0,6,0,0,0,0,0,0,0,0
"策略",9,47,10,4,0,0,3,3,0,4,0,0,0,0,0
"結構",9,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"階層",9,17,3,0,0,0,0,0,0,0,0,0,0,0,0
"催淚彈",9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"照片",9,172,30,18,0,25,30,0,12,11,7,0,0,4,5
"當權者",9,30,3,4,0,8,3,0,0,3,0,0,0,0,0
"萬歲",9,16,4,0,0,0,0,0,0,0,0,0,0,0,0
"資格",9,90,6,0,0,3,10,0,0,0,0,0,0,0,0
"障礙",9,16,0,7,0,0,0,0,0,0,0,0,0,0,0
"層次",9,20,3,0,0,0,0,0,4,3,0,0,0,0,0
"鞋子",9,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"警察局",9,25,5,0,10,10,4,3,0,9,0,0,0,0,0
"髒話",9,14,0,0,0,0,0,0,0,0,5,0,0,0,0
"中資",8,96,13,0,0,0,5,0,0,0,0,0,0,0,3
"公文",8,25,7,4,0,11,4,0,0,4,0,0,0,0,0
"公務",8,51,9,13,11,10,8,10,3,8,14,3,10,3,0
"主題",8,16,0,9,3,0,0,0,0,6,0,0,0,0,0
"功能",8,20,11,0,4,3,0,0,0,4,0,0,0,0,0
"市政府",8,8,0,4,4,3,7,0,0,0,0,0,0,0,0
"正面",8,17,6,3,3,0,0,0,0,0,0,0,0,0,0
"任務",8,33,12,4,5,0,8,0,0,3,5,0,0,0,0
"全球",8,26,29,11,14,0,7,0,0,15,0,0,0,4,0
"同胞",8,45,3,0,0,0,0,0,0,0,0,0,0,0,0
"成本",8,55,5,11,0,5,3,0,0,6,3,3,0,5,0
"衣物",8,7,4,0,0,0,0,0,0,0,0,0,0,0,0
"助理",8,21,9,5,0,0,5,0,0,7,0,0,0,0,0
"版本",8,69,0,0,0,0,0,0,3,0,3,0,0,0,0
"牧師",8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"空氣",8,16,11,0,0,11,0,3,0,0,0,0,0,0,8
"契約",8,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"巷子",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"政權",8,86,10,4,0,0,14,0,0,0,0,0,0,0,0
"背景",8,65,5,6,0,6,0,3,6,6,0,0,0,0,0
"要點",8,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"桃園",8,7,5,16,3,0,0,0,0,6,0,0,0,5,0
"訊號",8,3,5,0,0,0,0,0,0,0,0,0,0,0,0
"記憶",8,13,0,0,0,0,4,0,0,0,0,0,0,0,0
"做法",8,51,5,4,0,3,5,0,0,5,0,0,0,0,0
"側門",8,7,3,0,0,0,0,0,0,0,0,0,0,0,0
"專長",8,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"眼神",8,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"組織",8,43,5,4,0,5,3,0,0,3,0,0,0,0,0
"習慣",8,52,0,4,0,0,0,0,0,0,0,0,0,0,0
"焦點",8,106,5,4,0,8,0,0,0,0,5,4,0,3,0
"飯店",8,8,0,0,0,0,9,0,0,0,15,0,0,0,0
"意願",8,21,11,6,3,4,4,0,0,10,0,0,0,0,0
"當局",8,32,10,3,0,7,16,3,3,0,0,0,0,3,3
"經歷",8,16,8,0,0,0,5,0,0,6,0,0,0,0,0
"資本主義",8,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"資金",8,72,9,4,7,8,0,0,0,9,4,0,0,0,0
"電視台",8,56,7,0,0,3,12,0,3,5,0,0,0,5,0
"疑問",8,42,0,0,0,0,0,0,0,0,4,0,0,0,0
"維他命",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"銀行",8,48,13,10,5,0,0,0,0,6,0,0,0,9,0
"標簽",8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"機器",8,33,8,4,0,0,6,0,0,3,0,0,0,0,0
"職責",8,25,0,0,0,0,0,0,0,6,0,0,0,0,0
"雙方",8,99,23,24,17,14,10,10,6,33,13,4,0,5,6
"一代",7,31,3,4,0,0,4,0,0,3,0,0,0,0,0
"人口",7,43,5,0,0,4,0,0,0,0,0,0,0,0,4
"人手",7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"人生",7,43,3,0,0,0,3,0,0,0,0,0,0,0,0
"人牆",7,9,3,0,0,0,0,0,0,0,0,0,0,0,0
"工程",7,15,0,3,0,0,0,0,0,0,0,0,0,6,0
"中心",7,93,103,31,3,78,11,5,82,54,0,0,0,5,0
"中南部",7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"方案",7,46,5,5,15,4,8,3,0,12,0,3,0,0,0
"火車",7,9,0,0,0,0,0,0,0,3,3,0,0,0,0
"主張",7,54,18,12,4,0,10,0,0,23,0,0,0,0,3
"代議制",7,13,3,0,0,0,0,0,0,0,0,0,0,0,0
"本土",7,20,0,0,0,0,10,0,0,3,0,0,0,0,0
"本質",7,59,4,5,0,0,5,0,0,4,0,0,0,0,0
"名稱",7,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"在野黨",7,69,7,3,0,0,4,0,0,9,0,0,0,0,0
"多媒體",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"老百姓",7,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"行列",7,8,5,0,0,0,0,0,0,0,0,0,4,0,0
"良知",7,44,11,3,0,3,7,4,0,0,0,0,0,0,0
"身分",7,68,4,5,0,6,10,3,0,8,0,0,0,0,0
"車子",7,12,0,0,0,0,0,0,0,0,0,0,0,0,4
"來源",7,48,9,0,0,12,0,0,0,0,0,0,0,7,4
"忠孝",7,27,9,10,0,8,5,0,0,4,0,0,0,0,0
"服務處",7,17,0,0,0,0,3,0,0,0,0,0,0,0,0
"社區",7,16,4,0,3,0,0,0,0,3,5,0,0,0,0
"肢體",7,10,7,0,0,0,0,0,0,0,3,0,0,0,0
"門檻",7,50,5,0,0,0,0,0,0,0,0,0,0,0,0
"信息",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"威權",7,27,12,11,0,0,0,0,0,0,0,0,0,0,0
"指示",7,16,0,7,0,0,0,0,0,5,0,0,0,0,0
"政客",7,84,5,0,0,5,0,0,0,3,0,0,0,0,0
"是非",7,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"研究員",7,0,6,4,0,4,7,0,0,6,4,0,0,0,8
"紅色",7,20,0,0,0,4,0,0,0,0,0,0,0,0,3
"海峽",7,30,0,4,43,4,0,0,0,17,0,0,0,0,0
"草莓",7,40,0,0,0,0,0,0,0,3,0,0,0,6,0
"院裡",7,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"高中生",7,54,0,0,0,0,0,0,0,0,0,0,0,0,0
"區域",7,50,12,15,13,4,6,0,3,14,0,4,0,0,0
"圈圈",7,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"淡水",7,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"現象",7,16,4,0,0,5,3,0,0,4,0,0,0,0,0
"設備",7,24,6,6,4,0,0,0,4,7,3,0,0,0,0
"通知",7,23,9,4,4,4,6,0,0,5,0,0,0,0,0
"通訊",7,7,4,3,0,0,0,0,0,0,0,0,0,0,0
"都市",7,5,0,0,0,0,0,0,0,3,0,0,0,0,0
"場面",7,38,17,3,4,6,5,0,4,6,0,0,4,0,3
"程度",7,149,7,0,0,4,0,0,0,0,0,0,0,0,0
"距離",7,20,14,0,0,0,4,0,0,5,0,0,0,0,0
"鄉親",7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"飲料",7,24,0,4,0,0,0,0,0,6,0,0,0,0,0
"想像力",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"節目",7,97,12,0,0,3,0,3,0,0,0,0,0,0,0
"節錄",7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"路人",7,30,0,0,0,0,4,0,0,0,0,0,0,0,0
"道理",7,119,0,0,0,0,0,0,0,0,0,0,0,0,0
"電源",7,5,0,3,0,0,0,0,0,0,0,0,0,0,0
"夢想",7,19,0,0,0,0,3,0,0,3,0,0,0,0,0
"實際",7,63,3,3,0,0,3,0,3,5,5,0,0,0,0
"領袖",7,82,18,13,0,19,16,8,5,12,3,3,0,5,0
"噴漆",7,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"層面",7,37,0,0,4,0,3,0,0,6,0,0,0,0,0
"數據",7,21,4,0,0,0,0,0,0,0,0,0,0,0,0
"熱血",7,48,18,0,0,0,5,0,0,0,0,0,0,0,0
"歷史性",7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"親友",7,17,0,0,3,0,0,0,0,0,0,0,0,0,0
"辦公室",7,126,35,30,11,37,33,9,26,28,15,8,0,0,9
"聯合報",7,53,9,0,0,0,4,0,0,160,0,0,0,0,0
"薪資",7,51,7,6,3,5,0,0,0,0,0,0,0,4,0
"藍色",7,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"雙手",7,18,8,0,0,0,6,0,0,0,0,0,0,0,0
"藝術",7,26,8,6,0,0,14,5,0,0,0,0,0,0,0
"黨派",7,29,3,0,0,9,0,4,0,3,0,0,0,0,0
"鐵門",7,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"人心",6,27,8,0,0,0,0,0,0,0,0,0,0,0,0
"人身",6,12,0,4,0,5,4,0,4,0,0,0,0,3,0
"下一代",6,21,5,0,0,4,0,0,0,0,0,0,0,0,0
"大事",6,27,0,0,3,0,5,0,0,4,0,0,0,0,4
"女聲",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"小弟",6,124,0,0,0,0,0,0,0,0,0,0,0,0,0
"小朋友",6,19,0,0,3,0,0,0,0,5,0,0,0,0,0
"工作者",6,9,6,0,0,0,0,0,0,0,0,0,0,0,0
"工具",6,42,11,4,0,6,8,0,0,8,0,0,0,0,0
"心態",6,55,3,6,0,0,3,0,0,0,0,0,0,0,0
"木門",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"比例",6,125,0,6,0,0,8,4,0,4,0,0,0,0,0
"毛毯",6,0,3,0,0,0,0,0,0,4,0,0,0,0,0
"主任",6,9,8,9,0,0,6,0,0,11,3,0,0,0,0
"右手",6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"外文",6,4,0,0,0,0,0,0,0,3,0,0,0,0,0
"外交",6,24,0,3,0,0,3,0,0,0,0,0,0,0,0
"本分",6,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"生意",6,42,5,5,0,3,0,0,0,6,8,0,0,0,8
"用品",6,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"刑法",6,25,5,0,0,3,4,4,0,0,0,0,0,0,0
"地區",6,146,11,7,6,0,3,0,0,9,0,0,0,3,0
"百姓",6,48,9,0,0,0,0,0,0,0,0,0,0,0,0
"自來水",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"作用",6,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"作家",6,9,15,12,0,7,9,0,4,4,6,0,0,0,0
"屁股",6,31,0,3,0,0,0,0,0,0,0,0,0,0,0
"決心",6,56,9,3,0,5,4,0,4,0,5,3,0,0,0
"男性",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"典範",6,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"受害者",6,18,0,0,0,0,0,0,0,3,0,0,0,0,0
"咖啡",6,28,0,0,0,0,0,0,4,0,0,0,0,0,0
"妹妹",6,16,0,4,0,3,6,0,0,0,7,0,0,4,0
"官方",6,50,8,4,0,3,9,0,0,0,0,0,0,0,0
"社會學",6,17,9,6,0,0,4,4,0,6,0,0,0,0,0
"表面",6,29,0,3,0,3,0,0,0,0,0,0,0,0,0
"促進會",6,3,0,0,3,0,3,0,0,0,0,0,0,0,0
"信用",6,29,6,0,0,0,0,0,0,0,0,0,0,0,0
"前方",6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"前途",6,18,4,9,0,0,5,0,0,0,0,0,0,0,0
"政令",6,14,0,0,0,0,3,0,0,0,0,0,0,0,0
"背心",6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"背包",6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"英雄",6,50,0,0,0,0,4,0,0,0,0,0,0,0,0
"飛機",6,13,0,4,0,0,0,0,0,0,0,0,0,0,0
"家鄉",6,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"時期",6,37,13,5,0,0,7,0,0,0,0,0,0,0,0
"氣候",6,4,0,0,0,3,0,0,0,3,0,0,0,0,0
"貢獻",6,30,5,3,0,5,6,0,0,8,0,0,0,0,0
"帳篷",6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"教學",6,16,9,4,0,0,6,0,0,4,7,0,0,0,0
"眾人",6,18,13,0,0,0,5,0,0,0,0,0,0,0,0
"部位",6,12,0,0,0,4,0,0,0,0,0,0,0,0,0
"勞動力",6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"插座",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"棍子",6,47,7,0,0,0,3,0,0,0,0,0,0,0,0
"窗戶",6,12,10,3,0,0,3,0,0,0,0,0,0,0,0
"街口",6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"階級",6,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"集團",6,51,12,6,7,5,9,0,0,3,10,0,0,0,0
"黑道",6,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"感想",6,24,0,0,0,0,0,0,3,0,0,0,0,0,0
"搖滾",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"新聞稿",6,11,0,0,0,0,4,0,0,4,0,0,0,0,0
"當事人",6,8,0,3,0,0,0,0,0,0,0,0,0,0,0
"腳步",6,8,3,4,0,0,0,0,0,0,3,0,0,0,0
"農民",6,16,10,0,0,0,0,0,0,0,0,0,0,0,0
"道路",6,20,4,8,8,4,3,0,0,6,0,0,0,0,0
"道德",6,30,3,0,0,0,6,0,0,5,0,0,0,0,0
"歌詞",6,5,0,0,0,3,0,0,0,0,0,0,0,0,0
"領導者",6,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"影響力",6,27,4,0,0,0,0,0,0,4,0,0,0,0,0
"敵意",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"學生會",6,62,38,7,0,0,16,15,0,12,0,0,0,0,0
"學會",6,52,34,6,0,0,15,22,0,4,0,0,0,0,0
"機器人",6,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"興趣",6,44,4,9,3,0,0,0,3,0,0,0,0,0,0
"講座",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"雜物",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"關稅",6,43,4,3,0,5,0,0,0,0,0,0,0,0,0
"寶貝",6,7,3,0,0,0,0,0,0,0,0,0,0,0,0
"警備",6,27,8,3,0,0,4,0,0,4,0,0,0,0,0
"體系",6,36,3,5,0,6,6,0,5,3,0,0,0,0,0
"體溫",6,3,0,0,0,0,0,0,0,3,0,0,0,0,0
"觀感",6,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"士氣",5,12,5,0,0,0,0,0,0,0,0,0,0,0,0
"大樓",5,56,5,13,0,6,11,8,0,12,0,0,0,0,0
"女孩",5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
"小提琴",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"工商",5,16,13,27,20,3,0,0,5,12,0,0,0,3,0
"不幸",5,8,0,0,0,0,3,0,0,0,0,0,0,0,0
"中藥",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"內政",5,76,13,7,13,5,15,0,9,17,4,0,0,0,0
"公告",5,72,0,4,0,3,8,3,0,0,0,0,0,0,0
"公車",5,15,0,0,0,0,4,0,0,0,0,0,0,0,0
"午餐",5,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"友人",5,21,7,6,0,3,4,3,0,3,0,0,0,0,0
"太太",5,6,7,0,0,0,0,0,0,0,0,0,0,0,0
"手法",5,40,11,3,0,0,4,0,0,0,0,0,0,0,0
"手銬",5,5,5,0,0,0,0,0,0,0,6,0,0,0,0
"水分",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"火苗",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"主體",5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"出版業",5,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"司機",5,22,6,5,0,5,0,0,0,0,0,0,0,12,5
"生日",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"白宮",5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"白領",5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"交通",5,37,15,13,3,8,11,3,0,8,4,0,0,3,4
"印象",5,61,4,0,0,3,3,0,0,0,0,0,0,0,0
"危險物品",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"名單",5,32,9,5,0,7,23,5,0,0,0,0,0,0,0
"地位",5,46,6,0,0,0,3,0,0,3,0,0,0,0,0
"年齡",5,10,0,0,0,0,0,0,0,0,4,0,0,0,0
"早操",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"作法",5,47,3,0,0,3,10,0,0,4,0,0,0,0,0
"汽油彈",5,121,0,0,0,0,0,0,0,0,0,0,0,0,0
"肚子",5,27,6,0,0,0,3,0,0,0,0,0,0,0,0
"角色",5,33,6,4,4,4,10,3,0,7,4,0,0,0,0
"事務",5,32,7,9,0,8,5,0,4,5,3,0,0,0,0
"兒子",5,56,6,6,0,0,5,0,0,9,0,0,0,0,0
"制服",5,31,0,0,0,0,0,0,0,0,6,0,0,0,0
"居民",5,13,0,0,0,0,0,0,0,0,3,0,0,0,0
"法令",5,22,6,3,0,0,4,0,0,0,0,0,0,0,0
"物理",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"空隙",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"金融業",5,30,12,3,3,0,0,0,0,7,0,0,0,0,0
"長輩",5,74,0,0,0,0,0,0,0,0,0,0,0,0,0
"信用卡",5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"指令",5,17,3,0,0,0,0,4,0,0,0,0,0,0,0
"派出所",5,17,5,5,12,7,5,0,0,16,8,7,5,4,0
"流程",5,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"玻璃",5,50,5,3,3,3,0,0,0,4,0,0,0,0,0
"美術",5,8,0,7,0,0,0,0,0,0,0,0,0,0,0
"負荷",5,4,0,0,0,0,0,0,0,0,4,0,0,0,0
"孫子",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"留學生",5,0,9,0,0,0,6,0,0,0,0,0,0,0,0
"症狀",5,5,12,0,0,8,0,0,0,3,0,0,0,0,0
"紙巾",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"紙板",5,4,0,0,0,0,4,0,0,0,0,0,0,3,0
"假設",5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"參與者",5,14,6,3,0,3,6,3,0,0,0,3,0,0,0
"國父",5,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"國事",5,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"國策",5,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"基地",5,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"情勢",5,38,13,4,4,4,5,0,4,5,0,3,0,0,0
"教育部",5,8,15,7,5,0,8,0,0,18,5,5,0,0,0
"教會",5,12,0,0,0,0,6,0,0,0,0,0,0,0,0
"條款",5,64,4,0,0,0,0,0,0,0,0,0,0,0,0
"理論",5,42,6,0,0,0,3,0,0,0,0,0,0,0,0
"統治者",5,15,18,0,0,0,14,0,0,0,0,0,0,0,0
"蛋糕",5,111,7,6,0,39,51,5,17,26,28,0,4,0,19
"規矩",5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"部落",5,11,3,4,0,0,4,0,0,0,0,0,0,0,0
"堡壘",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"場子",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"筆錄",5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"準則",5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"煙霧",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"號碼",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"詩歌",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"路段",5,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"農業",5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"電影",5,38,12,12,3,6,6,0,0,4,23,0,0,4,0
"電機",5,10,0,0,6,0,0,0,0,4,0,0,0,0,0
"嘉年華",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"對立面",5,8,0,0,0,0,3,0,0,0,0,0,0,0,0
"監獄",5,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"福利",5,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"臺大",5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
"價值觀",5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"廢話",5,54,0,0,0,0,0,0,0,0,0,0,0,0,0
"標準",5,103,7,0,0,4,0,0,4,0,7,0,0,0,0
"熱飲",5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"課堂",5,16,11,6,0,0,12,0,0,0,0,0,0,0,0
"器材",5,6,0,3,0,0,0,0,0,0,0,0,0,0,0
"戰役",5,10,3,0,0,5,4,0,0,0,0,0,0,0,0
"機械",5,7,0,3,0,0,0,0,0,0,0,0,0,0,0
"選民",5,83,0,3,0,0,0,0,0,0,0,0,0,0,0
"錢包",5,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"錯事",5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"頭版",5,98,20,4,0,3,7,3,0,0,5,0,0,0,4
"餐廳",5,14,0,0,0,0,0,0,7,4,0,0,0,8,0
"講師",5,3,0,0,0,0,0,0,0,0,0,0,0,0,8
"職業",5,35,0,0,0,0,0,0,0,0,0,0,0,0,0
"轉捩點",5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"題目",5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"顏料",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"籌碼",5,28,6,0,0,0,0,0,0,0,0,0,0,0,0
"一生",4,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"人本",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"人事",4,6,4,0,0,0,0,0,0,0,0,0,0,0,0
"人馬",4,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"入口",4,8,4,0,0,0,0,0,0,0,0,0,0,0,0
"大姐",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"女警",4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"子女",4,24,4,0,0,0,3,0,0,4,0,0,0,0,0
"小雨",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"小孩子",4,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"工作量",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"工程師",4,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"工會",4,37,10,8,0,0,4,0,0,5,0,0,0,0,4
"工資",4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"中華民族",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"公務員",4,50,4,0,0,7,0,0,0,0,0,0,0,0,0
"公園",4,14,3,0,0,0,5,0,0,3,0,0,0,0,0
"公關",4,9,3,3,0,0,3,0,0,3,0,0,0,0,0
"太子",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"心力",4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"手下",4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"日子",4,28,10,0,0,0,3,0,0,0,0,0,0,0,0
"日期",4,12,3,0,0,0,0,0,0,0,0,0,0,0,0
"牙刷",4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"牙醫",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"主體性",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出發點",4,10,3,0,0,0,0,0,0,0,0,0,0,0,0
"加班費",4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"台商",4,92,14,7,13,0,0,0,0,11,0,0,0,0,0
"外公",4,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"外資",4,13,19,14,5,5,13,0,0,11,0,0,0,11,0
"民國",4,33,0,0,0,0,3,0,4,4,0,0,0,0,0
"民謠",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"目光",4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"共同體",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"吉他",4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
"名義",4,22,6,0,0,0,4,0,0,0,0,0,0,0,0
"守則",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"安危",4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"灰色",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"老一輩",4,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"行程",4,10,3,8,0,0,5,0,0,0,0,0,0,0,0
"男聲",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"角落",4,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"走廊",4,3,0,0,0,0,0,0,3,0,5,0,0,0,0
"身心",4,8,5,0,0,4,0,0,0,5,0,0,0,0,0
"乖乖",4,97,0,0,0,0,0,0,0,0,0,0,0,0,0
"事物",4,15,11,0,0,0,0,0,0,0,0,0,0,0,0
"來賓",4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"叔叔",4,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"姐姐",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
